Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
yang,4,yang4,Yes,样,"manner  / pattern  / way  / appearance  / shape  / classifier: kind, type; sickness; to overflow  / to ripple  / used in place names  / see 漾濞"
yao,1,yao1,Yes,腰,"the waist and lower back  / (bound form) kidney of an animal (as food)  / the waist of trousers or a skirt  / (metonym) money pouch; pocket  / (bound form) the middle section of an upright object (mountain, bottle etc); to invite  / to request  / to intercept  / to solicit  / to seek; (bound form) to demand; to coerce"
yao,2,yao2,Yes,摇,to shake  / to rock  / to row  / to crank; kiln  / oven  / coal pit  / cave dwelling  / (coll.) brothel; variant of 窯｜窑
yao,3,yao3,Yes,咬,to bite  / to nip; variant of 咬; dark and quiet  / disappear
yao,4,yao4,Yes,要,"to want; to need; to ask for  / will; shall; about to  / need to; should  / if (same as 要是)  / (bound form) important; medicine  / drug  / substance used for a specific purpose (e.g. poisoning, explosion, fermenting)  / CL: 種｜种, 服, 味 / to poison; leaf of the iris  / variant of 藥｜药"
ye,1,ye1,Yes,耶,"(phonetic ye); to tuck (into a pocket)  / to hide  / to conceal; onomat. for surprise, amazement and sigh"
ye,2,ye2,Yes,耶,interrogative particle (classical); grandpa  / old gentleman; used in 鏌鋣｜镆铘
ye,3,ye3,Yes,也,also; too; as well; (not ...) either  / (used after a verbal or nominal expression X to indicate that X is an extreme or unexpected case) even (X)  / (literary) particle having functions similar to 啊; field  / plain  / open space  / limit  / boundary  / rude  / feral; old variant of 野
ye,4,ye4,Yes,页,page  / leaf; night; variant of 夜
yi,1,yi1,Yes,一,one  / single  / a (article)  / as soon as  / entire; whole; all; throughout  / &quot;one&quot; radical in Chinese characters (Kangxi radical 1)  / also pr. [yao1] for greater clarity when spelling out numbers digit by digit; to depend on  / to comply with or listen to sb  / according to  / in the light of; clothes  / CL: 件 / Kangxi radical 145
yi,2,yi2,Yes,移,to move  / to shift  / to change  / to alter  / to remove; mother&#039;s sister  / aunt; (literary) (botany) (a species of linden whose timber was used to make coffins in ancient times)
yi,3,yi3,Yes,已,"already  / to stop  / then  / afterwards; second of the ten Heavenly Stems 十天干  / second in order  / letter &quot;B&quot; or Roman &quot;II&quot; in list &quot;A, B, C&quot;, or &quot;I, II, III&quot; etc  / second party (in legal contract, usually 乙方, as opposed to 甲方)  / ethyl  / bent  / winding  / radical in Chinese characters (Kangxi radical 5)  / ancient Chinese compass point: 105°; to use  / by means of  / according to  / in order to  / because of  / at (a certain date or place)"
yi,4,yi4,Yes,亿,100 million; also; to comment on  / to discuss  / to suggest
yin,1,yin1,Yes,阴,overcast (weather)  / cloudy  / shady  / Yin (the negative principle of Yin and Yang)  / negative (electric.)  / feminine  / moon  / implicit  / hidden  / genitalia; variant of 陰｜阴; cause  / reason  / because
yin,2,yin2,Yes,银,"silver  / silver-colored  / relating to money or currency; to chant; to recite  / verse; song (often used in titles of classical poems)  / (literary) to lament; to groan  / (bound form) (in poetry) the cry of certain animals and insects  / (music) rapid vibrato (technique for playing the guqin 古琴) (cf. 猱, wide vibrato); excess  / excessive  / wanton  / lewd  / lascivious  / obscene  / depraved"
yin,3,yin3,Yes,引,"to draw (e.g. a bow)  / to pull  / to stretch sth  / to extend  / to lengthen  / to involve or implicate in  / to attract  / to lead  / to guide  / to leave  / to provide evidence or justification for  / old unit of distance equal to 10 丈, one-thirtieth of a km or 33.33 meters; addiction  / craving; smile (archaic)"
yin,4,yin4,Yes,印,"to print  / to mark  / to engrave  / a seal  / a print  / a stamp  / a mark  / a trace  / image; surname Yin  / abbr. for 印度, India; to give (animals) water to drink"
ying,1,ying1,Yes,应,to agree (to do sth)  / should  / ought to  / must  / (legal) shall; eagle  / falcon  / hawk; cherry
ying,2,ying2,Yes,赢,to beat  / to win  / to profit; to welcome; to meet  / to forge ahead (esp. in the face of difficulties); to meet face to face; camp  / barracks  / battalion  / to build  / to operate  / to manage  / to strive for
ying,3,ying3,Yes,影,picture  / image  / film  / movie  / photograph  / reflection  / shadow  / trace; head of grain  / husk  / tip  / point  / clever  / gifted  / outstanding; surname Ying  / river in Henan and Anhui
ying,4,ying4,Yes,应,to answer  / to respond  / to comply with  / to deal or cope with; hard; stiff; solid  / (fig.) strong; firm  / resolutely; uncompromisingly  / laboriously; with great difficulty  / good (quality); able (person)  / (of food) filling; substantial; to reflect (light)  / to shine  / to project (an image onto a screen etc)
yong,1,yong1,Yes,灉,name of a river  / sluice; ordinary  / to use; fortified wall  / city wall
yong,2,yong2,Yes,喁,(literary) (of a fish) to stick its mouth out of the water; grand  / majestic  / just  / stern; bighead carp
yong,3,yong3,Yes,涌,to bubble up  / to rush forth; variant of 湧｜涌; swimming  / to swim
yong,4,yong4,Yes,用,to use; to make use of; to employ  / (coverb) with; using  / to need; to have to (usu. used in the negative or in questions)  / usefulness; utility  / (bound form) expense; outlay  / (courteous) to eat; to drink  / (literary) hence; therefore; commission (for middleman)  / brokerage fee; to drink to excess  / dissolute
you,1,you1,Yes,优,excellent  / superior; to worry  / to concern oneself with  / worried  / anxiety  / sorrow  / (literary) to observe mourning; Oh! (exclamation of dismay etc)  / used in 呦呦
you,2,you2,Yes,油,"oil  / fat  / grease  / petroleum  / to apply tung oil, paint or varnish  / oily  / greasy  / glib  / cunning; to follow  / from  / because of; due to  / by; via; through  / (before a noun and a verb) it is for ... to ...; to walk  / to tour  / to roam  / to travel"
you,3,you3,Yes,有,"to have; there is  / (bound form) having; with; -ful; -ed; -al (as in 有意 intentional); 10th earthly branch: 5-7 p.m., 8th solar month (8th September-7th October), year of the Rooster  / ancient Chinese compass point: 270° (west); europium (chemistry)"
you,4,you4,Yes,右,(bound form) right; right-hand side  / (bound form) (politics) right of center  / (bound form) (old) west  / (literary) the right side as the side of precedence; (once) again  / also  / both... and...  / and yet  / (used for emphasis) anyway; to forgive  / to help  / profound
yu,1,yu1,Yes,於,surname Yu  / Taiwan pr. [Yu2]; hematoma (internal blood clot)  / extravasated blood (spilt into surrounding tissue)  / contusion; literal-minded  / pedantic  / doctrinaire  / longwinded  / circuitous
yu,2,yu2,Yes,鱼,"fish (CL:條｜条,尾)  / used in the names of various aquatic animals that are not fish (including abalone 鮑魚｜鲍鱼, alligators and crocodiles 鱷魚｜鳄鱼 and octopi 章魚｜章鱼); (of time or place) in; at; on  / (indicating any indirect relation) to; toward; vis-à-vis; with regard to; for  / (indicating a source) from; out of  / (used in comparison) than  / (used in the passive voice) by; to go  / to take  / sentence-final interrogative particle  / variant of 於｜于"
yu,3,yu3,Yes,雨,"rain  / CL: 陣｜阵, 場｜场; and  / to give  / together with; (literary) to give"
yu,4,yu4,Yes,玉,"jade; (bound form) to encounter; to happen upon; to meet unplanned  / (bound form) to treat; to receive; (literary) to rain  / (of rain, snow etc) to fall  / to precipitate  / to wet"
yuan,1,yuan1,Yes,冤,injustice  / grievance  / wrong; old variant of 冤; deep pool  / deep  / profound
yuan,2,yuan2,Yes,元,currency unit (esp. Chinese yuan)  / (bound form) first; original; primary  / (bound form) basic; fundamental  / (bound form) constituent; part  / (prefix) meta-  / (math.) argument; variable  / era (of a reign)  / (Tw) (geology) eon; (bound form) person engaged in a certain field of activity  / (bound form) member  / classifier for military generals; circle  / round  / circular  / spherical  / (of the moon) full  / unit of Chinese currency (yuan)  / tactful  / to make consistent and whole (the narrative of a dream or a lie)
yuan,3,yuan3,Yes,远,far  / distant  / remote  / (intensifier in a comparison) by far  / much (lower etc); old variant of 遠｜远
yuan,4,yuan4,Yes,院,courtyard  / institution  / CL: 個｜个; (bound form) wish; hope; desire  / to be willing  / to wish (that sth may happen); may ...  / vow; pledge; to blame  / (bound form) resentment; hatred; grudge
yue,1,yue1,Yes,约,to make an appointment  / to invite  / approximately  / pact  / treaty  / to economize  / to restrict  / to reduce (a fraction)  / concise; to speak  / to say; used in 曱甴
yue,2,yue2,No,,
yue,3,yue3,Yes,哕,to puke  / to hiccup  / Taiwan pr. [yue1]
yue,4,yue4,Yes,月,"moon  / month  / monthly  / CL: 個｜个, 輪｜轮; to exceed  / to climb over  / to surpass  / the more... the more; surname Yue"
yun,1,yun1,Yes,晕,confused  / dizzy  / giddy  / to faint  / to swoon  / to lose consciousness  / to pass out; good appearance; used in 氤氳｜氤氲
yun,2,yun2,Yes,云,(classical) to say; cloud  / CL: 朵; surname Yun  / abbr. for Yunnan Province 雲南省｜云南省
yun,3,yun3,Yes,允,just  / fair  / to permit  / to allow; (literary) to perish; to die; (bound form) to fall from the sky  / variant of 殞｜殒
yun,4,yun4,Yes,运,to move  / to transport  / to use  / to apply  / fortune  / luck  / fate; the final (of a syllable) (Chinese phonology)  / rhyme  / appeal  / charm  / (literary) pleasant sound; pregnant
za,1,za1,Yes,扎,"to tie  / to bind  / classifier for flowers, banknotes etc: bundle  / Taiwan pr. [zha2]; to sip  / to smack one&#039;s lips  / to taste  / to savor; variant of 紮｜扎"
za,2,za2,Yes,杂,mixed  / miscellaneous  / various  / to mix; variant of 雜｜杂; to smash  / to pound  / to fail  / to muck up  / to bungle
za,3,za3,Yes,咋,dialectal equivalent of 怎麼｜怎么  / Taiwan pr. [ze2]
za,4,za4,No,,
zai,1,zai1,Yes,灾,disaster; calamity; variant of 災｜灾; old variant of 災｜灾
zai,2,zai2,No,,
zai,3,zai3,Yes,宰,to slaughter; to butcher; to kill (animals etc)  / (coll.) to fleece; to rip off; to overcharge  / (bound form) to govern; to rule  / (bound form) (a title for certain government officials in ancient China); to record in writing  / to carry (i.e. publish in a newspaper etc)  / Taiwan pr. [zai4]  / year; child  / young animal
zai,4,zai4,Yes,在,"to exist; to be alive  / (of sb or sth) to be (located) at  / (used before a verb to indicate an action in progress); again; once more; re-  / further; beyond this point of time  / (before an adjective) more  / then (after sth, and not until then)  / no matter how ... (followed by an adjective or verb, and then (usually) 也 or 都 for emphasis)  / (used to introduce additional information, as in 再則｜再则, 再就是 etc)  / (literary) to reappear; to reoccur; to carry  / to convey  / to load  / to hold  / to fill up  / and  / also  / as well as  / simultaneously"
zan,1,zan1,Yes,簪,hairpin; used in 糌粑; old variant of 簪
zan,2,zan2,Yes,咱,I or me  / we (including both the speaker and the person spoken to); variant of 咱; variant of 咱
zan,3,zan3,Yes,攒,to collect  / to hoard  / to accumulate  / to save; surname Zan; swift
zan,4,zan4,Yes,暂,temporary  / Taiwan pr. [zhan4]; to scurry  / variant of 暫｜暂; to patronize  / to support  / to praise  / (Internet slang) to like (an online post on Facebook etc)
zang,1,zang1,Yes,脏,dirty  / filthy  / to get (sth) dirty; stolen goods; loot; spoils; female sheep  / place name
zang,2,zang2,No,,
zang,3,zang3,Yes,驵,powerful horse
zang,4,zang4,Yes,葬,to bury (the dead)  / to inter; old variant of 葬; Tibet  / abbr. for Xizang or Tibet Autonomous Region 西藏
zao,1,zao1,Yes,糟,"dregs  / draff  / pickled in wine  / rotten  / messy  / ruined; to meet by chance (usually with misfortune)  / classifier for events: time, turn, incident; see 蹧蹋"
zao,2,zao2,Yes,凿,(bound form) chisel  / to bore a hole; to chisel; to dig  / (literary) certain; authentic; irrefutable  / also pr. [zuo4]
zao,3,zao3,Yes,早,early  / morning  / Good morning!  / long ago  / prematurely; (bound form) jujube; Chinese date (Zizyphus jujuba); aquatic grasses  / elegant
zao,4,zao4,Yes,造,to make  / to build  / to manufacture  / to invent  / to fabricate  / to go to  / party (in a lawsuit or legal agreement)  / crop  / classifier for crops; soap  / black; (literary) (of birds or insects) to chirp  / (bound form) to make a cacophonous noise
ze,1,ze1,No,,
ze,2,ze2,Yes,则,(literary) (conjunction used to express contrast with a previous clause) but; then  / (bound form) standard; norm  / (bound form) principle  / (literary) to imitate; to follow  / classifier for written items; pool  / pond  / (of metals etc) luster  / favor or beneficence  / damp  / moist; (literary) to bite; to gnaw
ze,3,ze3,No,,
ze,4,ze4,Yes,仄,to tilt  / narrow  / uneasy  / oblique tones (in Chinese poetry); afternoon  / decline
zei,1,zei1,No,,
zei,2,zei2,Yes,贼,thief; robber  / (bound form) traitor; subversive  / (bound form) evil; wicked  / sly; shifty; devious  / (literary) to harm; to injure  / (coll.) extremely; insanely; damn (common in NE China and Taiwan); cuttlefish; old variant of 賊｜贼
zei,3,zei3,No,,
zei,4,zei4,No,,
zen,1,zen1,No,,
zen,2,zen2,No,,
zen,3,zen3,Yes,怎,how
zen,4,zen4,Yes,谮,to slander
zeng,1,zeng1,Yes,增,"(bound form) to increase; to augment; to add to; surname Zeng; great- (grandfather, grandchild etc)"
zeng,2,zeng2,No,,
zeng,3,zeng3,No,,
zeng,4,zeng4,Yes,赠,to give as a present  / to repel  / to bestow an honorary title after death (old); heddle  / Taiwan pr. [zong4]; cauldron  / rice pot
zha,1,zha1,Yes,扎,to prick  / to run or stick (a needle etc) into  / mug or jug used for serving beer (loanword from &quot;jar&quot;); (of troops) to be stationed (at)  / Taiwan pr. [zha2]; variant of 紮｜扎
zha,2,zha2,Yes,闸,sluice; sluice gate  / to dam up water  / (coll.) brake  / (coll.) electric switch; to deep fry  / (coll.) to blanch (a vegetable)  / Taiwan pr. [zha4]; old variant of 閘｜闸  / sluice  / lock (on waterway)
zha,3,zha3,Yes,砟,fragments; span (unit of length based on the width of the expanded human hand)  / to span (measure with one&#039;s hand); to blink  / to wink
zha,4,zha4,Yes,炸,"to burst; to explode  / to blow up; to bomb  / (coll.) to fly into a rage  / (coll.) to scamper off; to scatter; to press  / to extract (juice)  / device for extracting juice, oils etc; variant of 榨  / to press  / to extract (juice)"
zhai,1,zhai1,Yes,摘,"to take; to pick (flowers, fruit etc); to pluck; to remove; to take off (glasses, hat etc)  / to select; to pick out  / to borrow money at a time of urgent need; lean on one side; to fast or abstain from meat, wine etc  / vegetarian diet  / study room  / building  / to give alms (to a monk)"
